"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57"
"1700020N01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700020N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700021F05Rik",0,0,0,0,0.00175495,8,0,0,3.33385e-07,3,0,0,0,0,1.56269,0,3,0,4,0,76.685,1,2,0,41.5745,0,2,8.77679e-05,1039,3,37.8765,0,0,17,0,0,0,3,1.54879,0,0,0,52.5935,0,171.031,1,0,5.60171,0,0,1.65777e-05,1,9.8114,0,3,1.56866,0
"1700021F07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700022I11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700023F06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700024B05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700024G13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700024P04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700024P16Rik",0,0,0,52.0000000179277,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1700025B11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700025C18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700025F22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700025G04Rik",1.43098,0,0,159.28,50.2238,2.00227,69.0938,29.0974,26.7108,0,2.00207,3.09666,23.9369,1.92132,0,0,107.11,288.487,1.07487,0,0,3.00828,4.01001,32.2575,1.00311,1.0019,2.12679,11.3543,56.0252,0,0,2.15283,0,23.5296,10.5214,1.00158,47.56,3.14596,11.7886,7.01064,1643.34,664.303,99.1633,2.00573,6.68513,0,4.05168,161.368,6.26651,13.3061,24.7623,0,310.674,7.05431,34.0864,3.00344,6.40657
"1700027J19Rik",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0
"1700028J19Rik",0,0,0,0,98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700028K03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700028P14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700029F12Rik",0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"1700029H14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700029I15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700029J07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18039,0,0,0,0,0,0,0,0,0
"1700029P11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700030J22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700030K09Rik",0.00946008,0,0,22.8852,0,0,12,0,13,0,0,0,0,19,0,1,0,0,1,0,33.5903,252,0,38.0987,0,32,50.2182,4.47926,6,0,36,91,15,2,7,2,1,18.997,0,0,2,0,34.420801589,32,0,38,0,178.9999,1,0,1.42522,86,0,0,2.98657,44,0
"1700031F05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700031M16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034E13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034I23Rik",0,1,0,0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1700034J05Rik",19,0,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"1700034O15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700037C18Rik",3.36312,1.21448,1.54469,0,0,6.45601,13.1031,14.9556,0,6.45216,0,1.77649,0,0,0,2.83348,9.64172,3.39308,0,6.70382,0,6.44796,3.47175,2.50074,2.41423,2.867,3.0445,0,0,2.63357,0,1.40982,0,0,4.29527,0,9.60451,1.65013,15.5178,1.14671,5.47186,0,3.74902,3.26169,1.9524,0,2.95992,186.973,3.3806,7.15144,2.4292,20.3419,1.53169,6.9871,12.1867,7.33345,2.251
"1700037H04Rik",0,1,0,2.999995,0,0,119,69.31299,0,2,0,1,1,229.6013,0,1,1,3,0,0,11,0,0,0,120,0,0,47.99996,3,0,180.4757,0,32.00001,69,282.4872,2.61863,1031.99982,0,1,25.00004,0,0,10.15932,0,0,0,2,171,28.7596,1,71,2.999999,24.99999,69,1,0,57.99995
"1700040F15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700040L02Rik",0,0,0,0,1,0,0,66.00005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,115,0,0,0,0,0,0,185,0,0,286,0,0,0,2.000005,0,0,1,0,0,0,0,0,0,0
"1700042G07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047I17Rik2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01436,1,0,0,0,0,4.04021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7899,6.68767,1.80084,0,0,0,0,0,0
"1700049E17Rik1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700049E17Rik2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700056E22Rik",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700057G04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061G19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"1700064H15Rik",0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,86,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,2,0,0,0,2
"1700066B19Rik",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,686,2,1,409,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,65,0,0
"1700066M21Rik",0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,415.039,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
"1700067K01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700067P10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700069L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700074P13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080E11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080O16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084M14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700086D15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700088E04Rik",0,0,0,0.278059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.7573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700092M07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700093K21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.000003499,0,0,0,0,0,0,0,0,0,0,0,0
"1700102P08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109H08Rik",0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00532229,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0
"1700112E06Rik",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1700113H08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700122O11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123K08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123O20Rik",0,0,1,287.722,97,0,9,0,161,2,1,15.3253,952,43.058,3,0,0,29.2538,1,0,0,0,639,0,1.09287,0,0,4.13954,1.21924,0,71.2374,2,185.987,1.04168,7,0,1.09155,1.05341,154.173,16.088,1.44673,381.242,2,0,0,0,0,12.6409,2,7.15437,72.6977,1,138.665,35.4043,1.00846,0,65.2688
"1700125H20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700129C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1810009A15Rik",322.429,0,11.0623,129.967,68.5968,0,153.978,58.4232,346.824,0,0,0,0,0,0,0,341,184.241,0,0,0,0,0,63.6848,190.933,0,0,108.513,1.62926,25.7944,16.0507,0,119.654,222.648,116.995,0,81.6235,0,17.9704,198.811,0,2.92517,240.737,221.987,358.454,1375.04,28.5664,445.44,88.326,42.0477,75.0948,0,23.8158,231.618,0,0,0
"1810009J06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810011H11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810011O10Rik",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"1810013L24Rik",2,2,0,301,208,0,34,251,133,0,132,2,4,0,0,0,0,25,2,1,0,0,0,8,292,0,0,0,3,1,1,54,1,39,779,2,0,1,142,6,0,0,67,45,1,2,0,12,83,1,303,59,87,221,1,0,4
"1810022K09Rik",117.796,16.00004,157.95,79.00001,63.6132,22,94,139.894,56,2,0,7.0327,1,130.442,4,181,205.881,320.3236,0,3,2,37,31.1382,106.13436,104.5608,86,205.87,181.6566,42,99.9124,33,98.94691,103.513,133.736,172.0723,1023.5415,148.66766,6,27.2517,125.3654,33.00003,58.7438,194.9762,104.27979,105.24583,117.97,1,296.919,69,58.772,97.06475,919.626,58.08665,245.5316,750.1635,148,209.3968
"1810024B03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72631,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.42518,0,0,0,0
"1810026J23Rik",361,1,1,0,0,1,96,2,6,2,0,0,0,17,0,0,5,0,0,0,0,0,1,9,0,0,2,2,0,1,3,0,353,0,0,0,0,10,0,0,0,0,5,14,87,0,24,0,0,0,0,0,26,4,1,2,0
"1810030O07Rik",0,24.4093,0,0,0,0,0,309.752,0,22.5115,2.08807,0.307832,0,14.0131,0,2.07515,3.86583,27.4673,0,3.40328,0,0,11.6961,155.849,4.7544,2.50137,356.051,5.85376,1.61987,0,0,23.6701,47.3653,2.23911,28.2816,0.594719,2.4486,19.775,4.43693,0,1.37486,0,220.017,3.18722,7.18732,0,10.7855,4.41974,173.902,7.72947,72.5505,28.9654,2.49227,3.60091,0,5.40859,9.23915
"1810032O08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4087
"1810037I17Rik",192,2,126.158,279,17,189,388,258,568,3,520,450,454,137,155,269,236,237,9,23,2,3,19,67.5284,253,0,2,222,1,17,23,127,153,407,147,94,871,125,101,29.9065,96,7,284,656,52,485,177,141,162,66.2947,44,975,163,88.5271,909.025,97.8013,170
"1810041L15Rik",1.00116,0,0,0,0,0,1.004,0,0,0,0,6.00294,0,0,15.0084,1.05007,0,3.00173,1.0003,0,0,0,0,16.4488,0,0,0,1.00367,0,2.00923,0,1.00198,0,0,0,0,0,0,12.0282,9.16467,0,0,0,0,0,0,0,0,0,13.1351,0,0,0,1.00604,0,0,0
"1810043G02Rik",0,0,1,2.9493700276751,0,0,0,142.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85481,0,0,0,0,0,0,0,0,45.6113,148.933,0,0,0,0,0,0,0,0,0,168.278,0,0,0,50.8894,0,0,0,0,10.816,21.21887,0,0,0
"1810046K07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810049J17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810055G02Rik",138,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,6,0,0,79,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48,0,4,0,210,0,0,53
"1810062G17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1810065E05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010003K11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010005H15Rik",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010106E10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010107E04Rik",160,13,744,782,146,19,362,540,706,10,2,343,564,208,228,7,483,1251,4,67,393,460,56,670,607,450,61,505,3602,5,692,356,464,820,403,247,952,51,202,555,5528,16,629,518,222,620,127,205,678,272,508,147,517,566,680,217,373
"2010107G23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"2010109A12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010109I03Rik",29.4285,0,0,1.96673e-05,6.50557,0,0,0,0,9.58566,4.5775,0,1.13662,0,12.5545,6.11027,26.7021,0,13.2721,70.5763,0,1.73563,0,0,0,0,0,44.5558,0,3.67793,7.47683,11.6203,0,2.20812,0,22.4452,0,13.2354,0,6.26515,0,0,0,0,13.7967,0,13.461,0,0,0,0,47.1635,34.1759,0,1.199,0,0
"2010111I01Rik",0,0,0,0,0,0,0,113,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,0,0,0,0,1,1,0,0,0,133,0,0,1,0,1,0,0,224,0,116,0,0,1,1
"2010300C02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
"2010315B03Rik",6.57028,3.64856,0,16.25138,4.390944,0,5.68683,4.09099,11.88912,21.0593,5.25159,1.28833,0.503872,7.69808,2.01978,73.4852,8.49535,6.11301,0,0.713004,1.36151,2.11397,6.85916,2.9804,154.962,4.29809,12.45,9.31013,0.0819341,14.8901,0.667578,5.53421,22.2084,8.67365,2.121072,1.66736,10.0185,8.78643,8.381416,7.78918,2.53444,0.510436,1.55229,4.55539,4.33999,1.38124,16.5807,15.33635,3.7553,9.23107,13.9567,0.607191,4.88133,4.10448,6.78216,1.74905,1.48789
"2200002D01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2200002J24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210010C04Rik",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2210011C24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210016F16Rik",0,12,2,0,0,0,2,1,292,1.00068,0,0,0,2,0,0,0,4,0,0,0,0,0,13,0,1.01596,3.16154,6,0,8.90336,63,0,120,85,388,16,7,22.9049,1,5,3.0359,0,0,1,0,0,24,6,32,0,0,0,5,1,0,3.02395,4
"2210016L21Rik",4.41661,1.10385,0,29.5452,0,0,42.6394,97,5.48207,0,0,1.10332,0,1,1.10441,0,19.7855,7.61493,0,29.8489,325,1,0,13.8083,0,0,0,18.8142,0,0,2.80254,0,0,20.0667,13.1881,3.32309,4.23156,0,36.688,2,2,3.31537,1.09738,6.58185,0,0,1.10058,88,68,0,24.2002,3.30516,20,4.3908,6,0,0
