"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59"
"1700020L24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700020N01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700020N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700021F05Rik",0,9.96679e-06,11,198.895,1.59188,4.43738e-07,6.89423e-06,0,0,5,0,0,0,0,0,0,1,0,2,4,141.939,0,2.6093,0,0,44,2,0,14.4998,0,0,0,1,1.51618,0,2,3,19.4011,0,1,0,0.000177338,56,2,0,0,2,59,0,17.4372,0,0.0842284,0,1,0,394,0,0,2
"1700021F07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700022I11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700023F06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700024B05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700024G13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700024P04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700024P16Rik",0,0,0,0,0,0,1,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700025B11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700025C18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700025F22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700025G04Rik",0,1.20253,4.00989,15.0162,1.00191,0,0,0,61.0659,0,7.49051,262.188,3.05244,0,1.00102,0,0,0,39.8696,10.4277,1.00175,1.00005,0,18.0326,275.393,0,20.5727,1.00073,2.0017,42.1087,1.00163,0,1.0012,29.2787,26.0839,23.0264,0,7.56349,0,1.00016,27.195,32.0414,0,2.00298,0,8.00489,21.3111,29.0443,0,0,1.07626,1.52496,0,61.8755,0,0,13.2654,0,18.1751
"1700027J19Rik",4,0,0,1,0,10,0,0,1.999999,0,2,0,0,1,0,22,5,20,0,0,32,0,1,0,331.99994,3,26,0,0,1,1,140,1296.0043,15,0,1,0,88,0,0,2,16,0,0,0,5,68,0,3.9999988,0,0,0,0,54,4,0,0,0,92.0001
"1700028J19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700028K03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700028P14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700029F12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700029H14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8138,0,0
"1700029I15Rik",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700029J07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87855,0,0,0,0
"1700029P11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700030J22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700030K09Rik",5.41934,0,0,0,0,0,0,0,0.0368822,0,0,0,12.073,0,0,67,0,0,0,0,0,0,0,1,10.000000512,0,6.0573,1.49665,0,26,0,0,0,17,1,31,0,1,43,0,0,26,1,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"1700031F05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700031M16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034E13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034I23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034J05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1700034O15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700037C18Rik",0,0,0,0,0,1.27996,0,0,0,0,0,6.91517,24.8595,0,0,38.6378,0,45.9678,0,0,0,0,22.5964,9.79503,0,9.81755,0,0,0,0,0,0,0,0,0,1.61191,1.43276,0,0,3.79665,6.74176,9.28074,3.62549,0,0,0,0,4.88516,0,3.42446,5.76601,0,0,3.34475,0,0,15.1767,0,0
"1700037H04Rik",0,721.291,0,1,0,0,0,0,0,1.6039,0,10.9254,0,0,0,0,95.712,0,0,0,0,0,1.72454,0,1,0,0,0,0,5.69732,0,0,0,1,0,0,0,175.40554326,0,0,0,215.9997,0,0,0,0,1,0,0,1.24719,0,1,0,0,0,0,75.0747,0,1.51481
"1700040F15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700040L02Rik",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700042G07Rik",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047I17Rik2",0,0,0,0,0,0,0,0,0,0,0,1,9.48288,0,0,22.6166,0,0,0,0,0,0,0,0,0,3.36607,0,0,0,0,0,81.0233,0,14.0597,73.0627,0,0,0,0.507215,0,0,0,0,0,0,21.8673,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700049E17Rik1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700049E17Rik2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700056E22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700057G04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061G19Rik",0,0,0,0,0,0,0,8,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700064H15Rik",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066B19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700066M21Rik",0,0,0,0,204,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1700067K01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700067P10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700069L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700074P13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080E11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080O16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084M14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700086D15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700088E04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.3659,0,0,0,0,0,0,0,0,0,0,0,0,0.908758,0,0,0,0,0,0,0.505945,0,0,0,0,0,0,0,0,0,0,0,0,0.258493,0,0,0,0,0,0,0,0
"1700092M07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700093K21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0
"1700102P08Rik",1,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109H08Rik",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,109,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700112E06Rik",0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700113H08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700122O11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123K08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123O20Rik",0,0,0,0,1.14884,1,25.7378,1,0,0,6.41338,0,39.7215,1.24303,0,0,0,0,9,0,806,0,0,0,8.13315,0,62.2092,0,5.6086,0,0,0,0,0,0,0,1.16414,0,0,0,0,21.4533,0,4.31113,0,0,0,0,0,1,22,0,1,0,1,0,0,0,335.323
"1700125H20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700129C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1810009A15Rik",0,94.5611,90.2896,0,0,66.064,12.851,0,0,0,0,0,0,0,0,0,0,0,439.587,0,0,4.56623,0,0,240.731,0,0,0,385.518,3.16054,0,169.09,0,0,0,0,0,11.7985,0,0,58.0313,0,0,0,0,0,268.018,267.319,0,0,3.75422,615,0,0,0,0,0,0,24.9083
"1810009J06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810011H11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810011O10Rik",11,1,401,730,11,1,1,3,1,4,2,2,92,5,6,177,3,1,3,3,2,4,6,4,2,0,0,741,2540,425,9,1,1,6,4,10,5,1,14,666,0,105,3,6,7,0,2,26,441,3,6,3,5,3842,0,1,369,1,209
"1810013L24Rik",3,31,2,2,1,316,102,3,2,4,2,0,28,1,1,9,1,1363,0,1,271,1,74,0,201,98,516,0,799,178,6,63,6,1,2,240,1,131,7,1,610,459,390,4,3,1527,1,658,3,2,9,1,1,0,0,2,95,2,809
"1810022K09Rik",506,172.334,1353.08,0,231.2844,38,83.3903,81,64,2,15.99999,230.7996,61.8956,45.4081,231.772,28,0,157,55.49893,28.00001,329.773,1,54,26,92.4232,150.00024,11,26,0,3,0,110.62,82,235,0,10,1.50269,92.23191,0,1560.9967,61,112.082,7,0,2.000002,97.6457,104.211,14,0,127,1,262.42131,2,121,1,498.042,71.2184,51,15.011533
"1810024B03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.47666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1810026J23Rik",0,1,0,0,0,1,31,0,6,0,0,0,0,0,0,0,0,1.01786,0,0,31,1,0,0,0,0,2,0,0,435,0,0,0,409,10,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,0,0,31,0,0,6,0,0,12
"1810030O07Rik",1.87061,13.225,1.15622,2.02323,0,30.1882,1.11062,1.44498,2.02877,685.563,0,618.545,3.37635,0,0,3.21582,3.08282,43.4542,5.17203,1694.95,0,0,0,13.0553,570.904,4.20957,1.05115,1.73054,3.19293,5.42533,0,4.20627,2.69198,0,0,281.577,0,3.47606,0,4.28159,0,600.204,1.05264,4.88608,0,4.31908,158.373,1791.38,1,5.27305,6.43438,1,1,39.7387,0,6,28.2937,1,27.9651
"1810032O08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35736,3.33004,0,0,0,0,0,0,0,0,0,0,0,0
"1810037I17Rik",1,44.0668,369,388,1,89.0519,221,1,8,2,3,513,262,30,972,18,0,48,8.79036,46,22,2,46,3,329.958,190,7.68641,116,235.5,180.675,3,96.8379,1848,268,5,268,0,125,2,2,99.1249,119,26.4836,0,0,403,400.227,54.9932,134,9,12,3,1,266,1,122,121,1,72
"1810041L15Rik",0,0,0,0,0,0,0,0,2.00841,0,0,0,0,0,3.00016,0,0,0,19.2952,0,0,0,0,0,9.02105,0,0,1.00095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08786,0,0,0,10.0505,0,0,0,1.00143,0,0,0,0,1.2183,0,1.11269
"1810043G02Rik",0,0,0,0,0,0,92.3661,0,0,1,7.41126,0,0,0,0,0,1,0,0,83.2319,0,0,0,0,0,0,0,0,0,0,0,0,5,957.453,0,0,2,0,0,0,354.436,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,460.48067,0,0
"1810046K07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810049J17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810055G02Rik",0,0,0,1,0,196,1,1,4,0,0,0,1259,0,11,0,0,233,0,217,0,0,0,2,0,222,100,0,0,0,0,639,0,0,0,0,0,1,0,0,0,62,0,0,2,28,0,1,0,0,324,0,0,0,0,0,7,0,1
"1810062G17Rik",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810065E05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010003K11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010005H15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"2010106E10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010107E04Rik",8,1738,0,732,1036,139,806,25,3,353,590,228,103,50,1229,153,5,977,13,154,35,1569,267,1068,135,610,88,1307,158,76,558,133,6,129,126,47,844,601,1728,2,40,426,793,227,671,68,156,234,7,48,48,2235,296,93,65,5548,16,10,724
"2010107G23Rik",0,18.0629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9
"2010109A12Rik",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010109I03Rik",1.17605,0,0,9.7645,0,0,0,0,0,0,0,0,0,0,2.19001,0,2.34475,0,0,63.1216,12.349,0,0,0,23.0107,0,1.00995e-07,2.38617,0,0,1.73466,30.4153,0,0,12.7629,0,2.10932,6.80772,0,0,0,0,0,0,0,0,13.2354,8.43994,0,0,0,1.49004,0,56.9595,0,0,0,0,62.0373
"2010111I01Rik",0,63,0,78,0,45,93,1,3,2108,0,464.00038,3,0,1,0,0,1,0,1,0,1,7,7,0,2,0,68,0,0,3,4,2,11,0,2,1,7,2291,0,0,592.0001,0,0,1,669,46,10,0,28.00003,0,61,0,24,0,1,0,0,1
"2010300C02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010315B03Rik",0.505824,0,0,0,0,11.705331,0.565577,0,3.165,18.8909,1,0.64613,1,2977.08105,2.89483,2.64019,0,2.71895,8.22216,4.0935,3.31958,2.659,0.596076,0.506415,12.8909,0.511005,3.34692,3.86656,0.530702,3.07276,0,1.52887,1.30559,2.64109,2.86994,0.656106,0.502468,2.083102,0,0.5,0.370027,2.88397,0.52762,0.51832,1.00834,0,1.017,4.07116,1.505739,3.57843,1.31079,8.78953,1.851066,10.6557,0.668521,0.528625,4.50448,0.542514,3.15894
"2200002D01Rik",0,0,0,0,0,0,31.9148,0,0,0,0,4.91679,0,0,0,0,0,0,6.392,0,0,0,0,0,0,0,0,24.3737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51519,0,0,0,0,0,0,0,0,0,0,0,11.321
"2200002J24Rik",0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210010C04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2210011C24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210016F16Rik",2,32.6761,0,0,0,0,7,0,1.06256,0,0,0,0,0,0,1.01568,0,0,0,3,11.8493,0,0,3,2,332,60,29,1,0,0,0,3.60516,3,2,0,0,0,0,0,68,307,0,0,0,1,0,0,1,0,65,0,0,0,754,0,0,0,27
