"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47"
"1700029H14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700029I15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700029J07Rik",247,21.1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.483,0,0,0,0,0,0,0,0,0,0,0,0
"1700029P11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700030J22Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700030K09Rik",30.328513,0,0,0,0,0,1,0,0,0,0,0,37,0,0,0,1,2.27809,0,0,0,128.027,0,0,29.3712,11,0,0,0,0,0,0,33.5823,222.9996,6.15639,0,327,25,1,0,2,31,0,41,1,7.25703,2
"1700031F05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700031M16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034E13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034I23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700034J05Rik",0,0,0,0,0,0,0,0,7,49,0,0,15,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,8,0,0,0
"1700034O15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700037C18Rik",0,12.0255,0,0,3.27783,0,0,0,5.3637,4.23071,36.5455,0,0,13.2018,6.3763,17.2074,0,0,0,3.33322,10.1326,5.76409,0,5.43102,36.8099,141.149,0,5.3007,0,14.2095,4.1884,0,2.09327,1.02475,5.02084,14.316,10.8018,65.6658,9.15482,16.4369,17.8011,2.95134,0,15.0607,6.84169,11.0678,0
"1700037H04Rik",296.99972,0,0,1,0,0,512.417,78.3877,12,0,69,0,1,13.99999614562,4,0,0,0,4.999996,1,2.52667,3,0,0,0,0,0,268.8977,2,209.18565,1,0,3,195.983,467.697,2,260.2513,0,0,3,0,0,0,149.48,1,0,23.217
"1700040F15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700040L02Rik",0,0,0,2.000003,0,0,0,43.99999,0,0,0,0,0,0,2,0,0,0,1,0,193.9998,0,0,20,0,28,0,0,1,3,0,0,1,1,426,0,14,0,0,0,13,0,25,20,153,0,125
"1700042G07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700047I17Rik2",0,5.70937,0,0,0,0,0,0,0,0,0,0,76,0,26.3756,0,0,0,0,32,35.5805,0,0,18.4537,0,19.038,0,277.647,0,0,0,0,0,0,35.796,15.4524,1.41205,0,0,0,0,53.8168,1,0,0,121.204,0
"1700049E17Rik1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700049E17Rik2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1700056E22Rik",0,0,0,0,0,0,0.590335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.3806,0,0,0,0,0,0,0,0,0,0,0
"1700057G04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700061G19Rik",0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700064H15Rik",0,0,0,0,0,0,0,0,0,0,30,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,62,1,2,0,0,0,0,0,0,1,0,0,0,0,4,2,1
"1700066B19Rik",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,3,0,0
"1700066M21Rik",0,0,0,0,0,0,97,0,0,1,0,0,0,0,38,0,0,0,0,0,0,0,0,0,45,1,0,1,0,0,0,0,0,0,0,0,0,5,0,57,0,2,0,0,0,1,0
"1700067K01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700067P10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700069L16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"1700074P13Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080E11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700080O16Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700084M14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700086D15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700088E04Rik",0,0,0,0,0,0,0,0,7.27689,0,6.9738e-05,0,0,0,0,0,4.83474,0,1.39202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4937004626031,0,0,0,0,0,0,0,0,7.305392,0,0,0
"1700092M07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700093K21Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,1
"1700102P08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700109H08Rik",0,0,0,0,0,0,0,0,41.8189,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8457,0
"1700112E06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,15.99997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700113H08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700122O11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123K08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123L14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700123O20Rik",606.33,0,0,1.12112,1,3,661.385,25.2092,0,0,0,553.252,0,122,21.3272,1.21356,0,0,103.989,0,71.5574,75.9486,0,355,0,101.688,0,49.4668,0,1.08198,214,1,1,0,0,221.295,7.59769,25.1218,181.44,3.39394,27,4,0,0,1.05207,0,51.5414
"1700125H20Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700129C05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"1810009A15Rik",62,0,16,0,376.597,2,274.556,0,11.2258,0,0,235.354,334.688,44.0435,70.149,34.0602,0,4.74236,0,253.806,162.959,209.124,0,65.0629,128.661,206.574,0,0,59,134.883,1326.09,0,0,146.081,65.051,93.1874,0,28.3587,275.209,61.4902,290.953,53.2071,75.1144,47.9783,275.767,303.138,82.7954
"1810009J06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810011H11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810011O10Rik",0,2,1,0,0,0,0,1,65,2,0,0,0,1,1,312,0,897,69,0,1,342,1,0,2,1,3,0,0,0,0,0,0,1,19,0,0,0,1128,2,507,75,9,0,0,0,0
"1810013L24Rik",594,14,0,74,4,27,527,3,630,2,0,951,701,1680,22,494,37,2,16,3,1,4,10,9,13,1,9,707,23,4,21,26,13,10,0,179,17,1475,5,754,324,106,0,522,349,21,3
"1810022K09Rik",102.999960059,5.000002,119.951,134.912,15,62.4135,665.097,343.91,54.5565,0,0,312.677,13.084121,118,125,77,0,134.51,58,205.777,158.585,299,2,273.28749,337.757,130.7225,117.417,137.236,114.803,293.315,4,44.3002,13.99998,453.677,146,168,84.84103,132.394,205,406.00037,96.631,72.4946,111.234,56.3191,443.479,62.5124,431.097
"1810024B03Rik",0,0,0,0,0,0,0,7.69983,0,0,0,0,0,0,0,0,0,0,1.27995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810026J23Rik",1.00162,0,25,0,0,0,0,0,0,0,0,10,0,0,0,32,0,0,0,0,0,0,0,0,79,0,0,0,1,0,0,0,0,30,413,0,70,0,0,8,0,0,2,0,225,12,0
"1810030O07Rik",349.796,10.6841,4.54571,0,2.26558,0,0,0,5.24712,0,4.96596e-05,0,0,1.72613,72.09,5.05687,0,11.2558,9.40108,0,159.064,9.45067,0,0,121.376,4.74765,0,17.8982,13.7804,74.9691,188.58,0,0,19,5.83815,1.55772,12.6881,17.1154,0,0,125.331,3.08826,0,420.89,16.7285,11.654,1.03948
"1810032O08Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810037I17Rik",539,36,1,824,144,14,889,204,727,2.22245,0,77,718,50.9999,300,148,12,444,38.8236,295,426,406,189,354,270.786,310,5,445,207,189,78,14.5572,4,3,751,1,184,181,276,175,278,475,1823,567,104,512,492
"1810041L15Rik",0,39.2228,0,0,0,0,0,0,0,1.11462,0,0,0,0,1.05165,0,0,0,0,0,9.39182,0,0,12.0817,0,9.101,2.2896,0,0,1.00111,9.00257,0,0,0,0,1.00421,0,0,0,6.00378,0,0,0,0,0,0,0
"1810043G02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4806,0,0,0,0,0,71.1954,0,0,0,0,0,1,0,0,0,0,0,0,0,124.287,0,0,15.6363
"1810046K07Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810049J17Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1381,0,0,0,0,0,0,0,0,0,0
"1810055G02Rik",1291,0,1,0,1,2,662,251,27,20,1,985,685,3728,9,0,0,2228,30,4,16,3,2,2,0,1,0,0,1,4,0,1,0,2,0,1,63,4,1,2,0,0,0,1,2,3,0
"1810062G17Rik",0,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,351,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0
"1810065E05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010003K11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010005H15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010106E10Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010107E04Rik",517,164,116,2810,1746,961,247,3123,377,44,262,349,279,5,417,99,6,278,991,143,1304,105,231,1319,2272,1671,46,144,972,1858,219,5145,759,3196,1162,2070,836,856,439,1215,303,1044,83,791,1744,282,2341
"2010107G23Rik",0,2,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,1,6.17625,1,0,1,0,0,0,0,0,210,0,0,1,0,0,30,11,0,0,22,0,0,0,0,5,1,0
"2010109A12Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010109I03Rik",0,0,21.3732,0,0,0,45.0451,0,0,0,75.4908,0,0,0,3.73308,33.6167,33.8292,5.05033,3.15064,0,0,0.00199299,0,0,0,6.02151,8.56477,11.775,16.5283,0,0,0,0,0,6.85857,0,0,29.7947,35.1302,0,0,20.0702,8.58881,21.2502,0.152353,0,0
"2010111I01Rik",29,0,29,226,462,0,12,133,0,40,0,4,292,121.00017,166,1,6,2,47,0,0,130,56,134.9999,0,57.00003,1,0,0,9,1,2,0,1,92,124,89,6,0,0,19,274.9999,3,409.99967,165.99971,464.99989,1387
"2010300C02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2010315B03Rik",0,2.42516,5.03328,0.525724,4.236141,0,3.42487,3,4.07257,0,0,0,0,243.6269,5.44978,5.40384,1.033819,0,7.81728,0,1.03952,14.9461,0,0.583672,9.42959,11.853523,1.007,6.17423,6.62747,6.2122,0.637692,0,1.56758,0,6.51367,7.11546,42.3898,17.9159,0.187351,0.690385,0.798225,0.510235,1.5,0,2.053217,13.5826,0
"2200002D01Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0291,0,0,0
"2200002J24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210010C04Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210011C24Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"2210016F16Rik",0,5.52272,0,135,1,0,1,12,10,1,0,50,0,9.23951,3,5,0,0,1.03679,1,0,0,36,0,1,12,4,133.758,0,261,2,0,0,0,30,0,8,1,0,27.3634,0,62,0,136,0,26,1
"2210016L21Rik",278.918,3.32838,1.10516,0,0,2.22391,50.8503,4,8.66059,2.22017,0,0,0,244.115,0,25,0,3.29537,2,0,150.977,109.211,0,16.8952,38.6494,40.8553,0,1.14383,5.52223,29.7036,0,0,0,1,1,6.6283,5.74604,67.4735,12,29.7988,0,8,0,0,6.63889,12.6647,0
"2210017I01Rik",0,6.84958,0,0,3.02885,1.78977,1.35631,0,1.30366,2.24505,0,5.01934,0,2.56098,2.29158,2.87839,84.7465,0,3.76113,4.88425,1.21362,3.17499,0,1.41994,0,0,0,0,0,4.13844,1.04671,0.473847,0,0,1.35303,1.07932,3.49962,4.10002,3.59298,1.5228,0,8.02985,4.82947,3.24783,0,3.97753,0
"2210407C18Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2210408I21Rik",0,0,0,0,1,9,0,0,0,0,0,0,0,1,20,0,0,0,2,0,4,2,0,4,0,1,1,0,0,0,0,1,2,0,0,0,0,121,2,1,1,0,0,0,0,0,0
"2210418O10Rik",292.26981,4.83204,1.847733,0.509158,1.152776,1,1.612236,41.5772,5.6308,0,3.71092,3.39461,0.562218,1.20915,2.5202,6.80229,0,0,15.3324,15.9365,15.69161,69.28071,0,10.9983,8.11204,2.11264,0,33.3489,3.127,33.1119,90.7262,4.25671,0.578239,0,16.758,7.54848,16.63087,3.28884,21.391,4.83029,0,5.26288,0.52376,0.596119,3.42364,18.4849,11.7819
"2300002M23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300003K06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300009A05Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,1,0,0,0,41,11,0,0,9,0,0,1,0,0,30.9249,147,103.979,3.68531,0,0,54,0,477,286.356,0,0,1
"2310002L09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100.99998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0
"2310003L06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310007B03Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310009B15Rik",0,0,90,161,20,0,8,129,30,0,0,191,40,0,0,0,0,0,24,0,46.621,22,0,23,8,34,0,0,0,0,7,1,0,1,32,13,2,16,0,18,0,1,27,67,8,0,154
"2310011J03Rik",621,0,0,2,0,0,1,0,1,1,0,0,0,956,0,1,0,0,0,0,18,2,0,185,0,17,0,52,1,0,0,184,0,1,1,0,0,0,0,2,0,75,162,0,133,1,0
"2310022A10Rik",0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,22.00001,3,1,0,17,75,98,0,0,0,2,9.03959,0,0,0,0,0,0,23,0,0,0,5,8,0,0,0,0,0
"2310022B05Rik",377,0,1,1,0,2,1,6,1097,2,1,85,1201,1,160,1,0,4,0,1,32,0,2,249,19,50,1,0,30,19,8,15,222,3,408,90,239,244,3,75,4,1160,0,719,2,80,5
"2310030G06Rik",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,3,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,183,0,0,0,0,0
"2310033P09Rik",0,39,0,0,0,1,0,10,0,0,0,1,0,0,21.2903,0,0,0,0,0,0,0,0,35.2671,0,1,0,26,0,0,172,487,32,0,0,0,85.3505,122,0,0,30,0,0,0,118,1.39554,0
"2310034C09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2310035C23Rik",0,0,0,0,0,0,28.97626,0,0,0,0,0,0,0,13.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.84694,0,5.65715,0
"2310036O22Rik",1,28,88,2,0,3,0,3,0,0,55,6,5,9,164,48,85,0,1,5,49,22,3,5,29,2,15,8,23,0,325,9,11,29,0,0,0,66,2,1,7,36,13,15,1,21,1
"2310039H08Rik",1,1,100,3,1,1,0,3,158,2,3,61,34,0,202,63,469,3,10,6,3,0,5,0,2,12,1,4,50,0,3,2,0,0,254,97,91,6,4,1,1,61,1,92,101,0,232
"2310046K23Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310050C09Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310057J18Rik",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"2310057M21Rik",0,0,0,0,0,1,0,0,0,0,0,115,1,0,284,0,0,3,42,2,80,1,1,0,52,0,0,0,0,0,0,0,0,97,0,0,71,0,1,0,0,0,0,0,0,0,0
"2310057N15Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310061I04Rik",1,0,0,396,0,0,0,1,1,0,0,10,0,0,0,0,0,0,1,0,9,0,0,2,67.00003,103,0,1.9999994,0,0,0,1,1,0,194,13,95,0,1.999997,70,13,255,2,0,212.9995,0,554.99983
"2310061N02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310079G19Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2410002F23Rik",0,0,0,0,0,1,0,164.65721,494.302207534,0,323,63.99996,719.7314,1075.9954300862,3,4.366249,309,72.87747172852,2.4744,1,22.9731,0,0,28,0,0,0,0,0,17.18839,2,1,0,0,293.9999,0,203.20620128572,0,1,0,1.999996,0,1,440.9997,2.000004,0,0
"2410004B18Rik",0,2,0,0,0,0,0,0,0,0,753,126,0,0,5.000002,1,0,2,1,0,124,2,0,1,0,13.11517,0,0,1,0,78,0,0,0,0,0,10,1,0,8,130,43,0,0,0,1,196.2512
"2410004P03Rik",0,3.58267,0,0,0,0,4.63358,2.7451,7.80238,0,0,0,0,1.03819,1.01975,0,0,0,0,9.39252,21.6572,6.08357,0,1,0,2.01342,0,4.16557,0,6.35398,0,0,3.0632,0,30.9216,1,0,6.66218,0,0,22.29369,2.99448,0,0,4,26.1775,3
"2410015M20Rik",1144,132,20,3,932,334,499,668,164,1,2,145,280,8,235,49,6,3,191,191,313,68,320,429,390,662,0,357,265,761,19,835,11,991,127,304,281,257,15,201,52,311,0,325,676,201,745
"2410016O06Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2410089E03Rik",18,0,0,0,0,2,3,0,202.761,1.05618,1,8.04488,0,0,74.3842,4.01653,2,1422.33,0,336,5.15334,197.494,1,10,0,1.02683,0,0,6.4208,0,1,0,0,1.1518,62.3283,0,29.8024,32.3445,0,0,2.14428,0,0,0,247,15.1289,1
"2410131K14Rik",1.1873,0,0,0,6.02006,0,0,1.25022,3.9637,0,0,50.7811,0,0,0,129.318,1.00231,0,8.85662,0,67.7825,4.01152,1.00007,0,11.7825,1.13752,2.02049,2.00712,0,12.9811,32.3632,1.0858,0,0,0,11.8509,1.02804,0,5.41046,1.02872,0,0,0,4.02039,1.50164,2.48224,1.41195
"2410137M14Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2410141K09Rik",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.15614,0,0,1,0,0,0,0,4.66287,0,0,0,0
